------------------
ID, Tagged objects
forge:gems/ametrine, byg:ametrine_gems
forge:gems/apatite, emendatusenigmatica:apatite_gem
forge:gems/arcane_crystal, forbidden_arcanus:arcane_crystal
forge:gems/azurite, tropicraft:azurite_gem
forge:gems/biotite, quark:biotite
forge:gems/bitumen, emendatusenigmatica:bitumen_gem
forge:gems/certus_quartz, emendatusenigmatica:certus_quartz_gem
forge:gems/charged_certus_quartz, emendatusenigmatica:charged_certus_quartz_gem
forge:gems/cinnabar, emendatusenigmatica:cinnabar_gem
forge:gems/coal_coke, emendatusenigmatica:coke_gem
forge:gems/coke, emendatusenigmatica:coke_gem
forge:gems/diamond, minecraft:diamond
forge:gems/dimensional, emendatusenigmatica:dimensional_gem
forge:gems/emerald, minecraft:emerald
forge:gems/end_crystal_gem, forbidden_arcanus:end_crystal_gem
forge:gems/eudialyte, tropicraft:eudialyte_gem
forge:gems/fluix, emendatusenigmatica:fluix_gem
forge:gems/fluorite, emendatusenigmatica:fluorite_gem
forge:gems/geodes, wyrmroost:blue_geode
forge:gems/geodes, wyrmroost:purple_geode
forge:gems/geodes, wyrmroost:red_geode
forge:gems/lapis, minecraft:lapis_lazuli
forge:gems/mana, emendatusenigmatica:arcane_gem
forge:gems/niter, emendatusenigmatica:potassium_nitrate_gem
forge:gems/pearl, untamedwilds:material_giant_pearl
forge:gems/pearl, untamedwilds:material_pearl
forge:gems/peridot, emendatusenigmatica:peridot_gem
forge:gems/potassium_nitrate, emendatusenigmatica:potassium_nitrate_gem
forge:gems/prismarine, minecraft:prismarine_crystals
forge:gems/quartz, minecraft:quartz
forge:gems/ruby, emendatusenigmatica:ruby_gem
forge:gems/saltpeter, emendatusenigmatica:potassium_nitrate_gem
forge:gems/sapphire, emendatusenigmatica:sapphire_gem
forge:gems/sapphire, iceandfire:sapphire_gem
forge:gems/silicon, emendatusenigmatica:silicon_gem
forge:gems/sulfur, emendatusenigmatica:sulfur_gem
forge:gems/zircon, tropicraft:zircon_gem
forge:gems/zirconium, tropicraft:zirconium_gem
forge:glass, atum:crystal_glass
forge:glass, atum:deadwood_framed_crystal_glass
forge:glass, atum:palm_framed_crystal_glass
forge:glass, blue_skies:crystal_glass
forge:glass, blue_skies:midnight_glass
forge:glass, create:framed_glass
forge:glass, create:horizontal_framed_glass
forge:glass, create:tiled_glass
forge:glass, create:vertical_framed_glass
forge:glass, forbidden_arcanus:arcane_glass
forge:glass, forbidden_arcanus:dark_runic_glass
forge:glass, forbidden_arcanus:runic_glass
forge:glass, minecraft:black_stained_glass
forge:glass, minecraft:blue_stained_glass
forge:glass, minecraft:brown_stained_glass
forge:glass, minecraft:cyan_stained_glass
forge:glass, minecraft:glass
forge:glass, minecraft:gray_stained_glass
forge:glass, minecraft:green_stained_glass
forge:glass, minecraft:light_blue_stained_glass
forge:glass, minecraft:light_gray_stained_glass
forge:glass, minecraft:lime_stained_glass
forge:glass, minecraft:magenta_stained_glass
forge:glass, minecraft:orange_stained_glass
forge:glass, minecraft:pink_stained_glass
forge:glass, minecraft:purple_stained_glass
forge:glass, minecraft:red_stained_glass
forge:glass, minecraft:white_stained_glass
forge:glass, minecraft:yellow_stained_glass
forge:glass, quark:black_framed_glass
forge:glass, quark:blue_framed_glass
forge:glass, quark:brown_framed_glass
forge:glass, quark:cyan_framed_glass
forge:glass, quark:dirty_glass
forge:glass, quark:framed_glass
forge:glass, quark:gray_framed_glass
forge:glass, quark:green_framed_glass
forge:glass, quark:light_blue_framed_glass
forge:glass, quark:light_gray_framed_glass
forge:glass, quark:lime_framed_glass
forge:glass, quark:magenta_framed_glass
forge:glass, quark:orange_framed_glass
forge:glass, quark:pink_framed_glass
forge:glass, quark:purple_framed_glass
forge:glass, quark:red_framed_glass
forge:glass, quark:white_framed_glass
forge:glass, quark:yellow_framed_glass
forge:glass, undergarden:sediment_glass
forge:glass/arcane, forbidden_arcanus:arcane_glass
forge:glass/black, atum:black_stained_crystal_glass
forge:glass/black, atum:black_stained_deadwood_framed_crystal_glass
forge:glass/black, atum:black_stained_palm_framed_crystal_glass
forge:glass/black, minecraft:black_stained_glass
forge:glass/blue, atum:blue_stained_crystal_glass
forge:glass/blue, atum:blue_stained_deadwood_framed_crystal_glass
forge:glass/blue, atum:blue_stained_palm_framed_crystal_glass
forge:glass/blue, minecraft:blue_stained_glass
forge:glass/brown, atum:brown_stained_crystal_glass
forge:glass/brown, atum:brown_stained_deadwood_framed_crystal_glass
forge:glass/brown, atum:brown_stained_palm_framed_crystal_glass
forge:glass/brown, minecraft:brown_stained_glass
forge:glass/colorless, atum:crystal_glass
forge:glass/colorless, atum:deadwood_framed_crystal_glass
forge:glass/colorless, atum:palm_framed_crystal_glass
forge:glass/colorless, create:framed_glass
forge:glass/colorless, create:horizontal_framed_glass
forge:glass/colorless, create:tiled_glass
forge:glass/colorless, create:vertical_framed_glass
forge:glass/colorless, forbidden_arcanus:arcane_glass
forge:glass/colorless, forbidden_arcanus:dark_runic_glass
forge:glass/colorless, forbidden_arcanus:runic_glass
forge:glass/colorless, minecraft:glass
forge:glass/colorless, undergarden:sediment_glass
forge:glass/cyan, atum:cyan_stained_crystal_glass
forge:glass/cyan, atum:cyan_stained_deadwood_framed_crystal_glass
forge:glass/cyan, atum:cyan_stained_palm_framed_crystal_glass
forge:glass/cyan, minecraft:cyan_stained_glass
forge:glass/dark_runic, forbidden_arcanus:dark_runic_glass
forge:glass/gray, atum:gray_stained_crystal_glass
forge:glass/gray, atum:gray_stained_deadwood_framed_crystal_glass
forge:glass/gray, atum:gray_stained_palm_framed_crystal_glass
forge:glass/gray, minecraft:gray_stained_glass
forge:glass/green, atum:green_stained_crystal_glass
forge:glass/green, atum:green_stained_deadwood_framed_crystal_glass
forge:glass/green, atum:green_stained_palm_framed_crystal_glass
forge:glass/green, minecraft:green_stained_glass
forge:glass/light_blue, atum:light_blue_stained_crystal_glass
forge:glass/light_blue, atum:light_blue_stained_deadwood_framed_crystal_glass
forge:glass/light_blue, atum:light_blue_stained_palm_framed_crystal_glass
forge:glass/light_blue, minecraft:light_blue_stained_glass
forge:glass/light_gray, atum:light_gray_stained_crystal_glass
forge:glass/light_gray, atum:light_gray_stained_deadwood_framed_crystal_glass
forge:glass/light_gray, atum:light_gray_stained_palm_framed_crystal_glass
forge:glass/light_gray, minecraft:light_gray_stained_glass
forge:glass/lime, atum:lime_stained_crystal_glass
forge:glass/lime, atum:lime_stained_deadwood_framed_crystal_glass
forge:glass/lime, atum:lime_stained_palm_framed_crystal_glass
forge:glass/lime, minecraft:lime_stained_glass
forge:glass/magenta, atum:magenta_stained_crystal_glass
forge:glass/magenta, atum:magenta_stained_deadwood_framed_crystal_glass
forge:glass/magenta, atum:magenta_stained_palm_framed_crystal_glass
forge:glass/magenta, minecraft:magenta_stained_glass
forge:glass/orange, atum:orange_stained_crystal_glass
forge:glass/orange, atum:orange_stained_deadwood_framed_crystal_glass
forge:glass/orange, atum:orange_stained_palm_framed_crystal_glass
forge:glass/orange, minecraft:orange_stained_glass
forge:glass/pink, atum:pink_stained_crystal_glass
forge:glass/pink, atum:pink_stained_deadwood_framed_crystal_glass
forge:glass/pink, atum:pink_stained_palm_framed_crystal_glass
forge:glass/pink, minecraft:pink_stained_glass
forge:glass/purple, atum:purple_stained_crystal_glass
forge:glass/purple, atum:purple_stained_deadwood_framed_crystal_glass
forge:glass/purple, atum:purple_stained_palm_framed_crystal_glass
forge:glass/purple, minecraft:purple_stained_glass
forge:glass/red, atum:red_stained_crystal_glass
forge:glass/red, atum:red_stained_deadwood_framed_crystal_glass
forge:glass/red, atum:red_stained_palm_framed_crystal_glass
forge:glass/red, minecraft:red_stained_glass
forge:glass/runic, forbidden_arcanus:runic_glass
forge:glass/white, atum:white_stained_crystal_glass
forge:glass/white, atum:white_stained_deadwood_framed_crystal_glass
forge:glass/white, atum:white_stained_palm_framed_crystal_glass
forge:glass/white, minecraft:white_stained_glass
forge:glass/yellow, atum:yellow_stained_crystal_glass
forge:glass/yellow, atum:yellow_stained_deadwood_framed_crystal_glass
forge:glass/yellow, atum:yellow_stained_palm_framed_crystal_glass
forge:glass/yellow, minecraft:yellow_stained_glass
forge:glass_panes, atum:crystal_glass_pane
forge:glass_panes, atum:deadwood_framed_crystal_glass_pane
forge:glass_panes, atum:palm_framed_crystal_glass_pane
forge:glass_panes, blue_skies:crystal_glass_pane
forge:glass_panes, blue_skies:midnight_glass_pane
forge:glass_panes, create:acacia_window_pane
forge:glass_panes, create:birch_window_pane
forge:glass_panes, create:crimson_window_pane
forge:glass_panes, create:dark_oak_window_pane
forge:glass_panes, create:framed_glass_pane
forge:glass_panes, create:horizontal_framed_glass_pane
forge:glass_panes, create:jungle_window_pane
forge:glass_panes, create:oak_window_pane
forge:glass_panes, create:ornate_iron_window_pane
forge:glass_panes, create:spruce_window_pane
forge:glass_panes, create:tiled_glass_pane
forge:glass_panes, create:vertical_framed_glass_pane
forge:glass_panes, create:warped_window_pane
forge:glass_panes, forbidden_arcanus:arcane_glass_pane
forge:glass_panes, forbidden_arcanus:dark_runic_glass_pane
forge:glass_panes, forbidden_arcanus:runic_glass_pane
forge:glass_panes, minecraft:black_stained_glass_pane
forge:glass_panes, minecraft:blue_stained_glass_pane
forge:glass_panes, minecraft:brown_stained_glass_pane
forge:glass_panes, minecraft:cyan_stained_glass_pane
forge:glass_panes, minecraft:glass_pane
forge:glass_panes, minecraft:gray_stained_glass_pane
forge:glass_panes, minecraft:green_stained_glass_pane
forge:glass_panes, minecraft:light_blue_stained_glass_pane
forge:glass_panes, minecraft:light_gray_stained_glass_pane
forge:glass_panes, minecraft:lime_stained_glass_pane
forge:glass_panes, minecraft:magenta_stained_glass_pane
forge:glass_panes, minecraft:orange_stained_glass_pane
forge:glass_panes, minecraft:pink_stained_glass_pane
forge:glass_panes, minecraft:purple_stained_glass_pane
forge:glass_panes, minecraft:red_stained_glass_pane
forge:glass_panes, minecraft:white_stained_glass_pane
forge:glass_panes, minecraft:yellow_stained_glass_pane
forge:glass_panes, quark:black_framed_glass_pane
forge:glass_panes, quark:blue_framed_glass_pane
forge:glass_panes, quark:brown_framed_glass_pane
forge:glass_panes, quark:cyan_framed_glass_pane
forge:glass_panes, quark:dirty_glass_pane
forge:glass_panes, quark:framed_glass_pane
forge:glass_panes, quark:gray_framed_glass_pane
forge:glass_panes, quark:green_framed_glass_pane
forge:glass_panes, quark:light_blue_framed_glass_pane
forge:glass_panes, quark:light_gray_framed_glass_pane
forge:glass_panes, quark:lime_framed_glass_pane
forge:glass_panes, quark:magenta_framed_glass_pane
forge:glass_panes, quark:orange_framed_glass_pane
forge:glass_panes, quark:pink_framed_glass_pane
forge:glass_panes, quark:purple_framed_glass_pane
forge:glass_panes, quark:red_framed_glass_pane
forge:glass_panes, quark:white_framed_glass_pane
forge:glass_panes, quark:yellow_framed_glass_pane
forge:glass_panes, undergarden:sediment_glass_pane
forge:glass_panes/arcane, forbidden_arcanus:arcane_glass_pane
forge:glass_panes/black, atum:black_stained_crystal_glass_pane
forge:glass_panes/black, atum:black_stained_deadwood_framed_crystal_glass_pane
forge:glass_panes/black, atum:black_stained_palm_framed_crystal_glass_pane
forge:glass_panes/black, minecraft:black_stained_glass_pane
forge:glass_panes/blue, atum:blue_stained_crystal_glass_pane
forge:glass_panes/blue, atum:blue_stained_deadwood_framed_crystal_glass_pane
forge:glass_panes/blue, atum:blue_stained_palm_framed_crystal_glass_pane
forge:glass_panes/blue, minecraft:blue_stained_glass_pane
forge:glass_panes/brown, atum:brown_stained_crystal_glass_pane
forge:glass_panes/brown, atum:brown_stained_deadwood_framed_crystal_glass_pane
forge:glass_panes/brown, atum:brown_stained_palm_framed_crystal_glass_pane
forge:glass_panes/brown, minecraft:brown_stained_glass_pane
forge:glass_panes/colorless, atum:crystal_glass_pane
forge:glass_panes/colorless, atum:deadwood_framed_crystal_glass_pane
forge:glass_panes/colorless, atum:palm_framed_crystal_glass_pane
forge:glass_panes/colorless, forbidden_arcanus:arcane_glass_pane
forge:glass_panes/colorless, forbidden_arcanus:dark_runic_glass_pane
forge:glass_panes/colorless, forbidden_arcanus:runic_glass_pane
forge:glass_panes/colorless, minecraft:glass_pane
forge:glass_panes/colorless, undergarden:sediment_glass_pane
forge:glass_panes/cyan, atum:cyan_stained_crystal_glass_pane
forge:glass_panes/cyan, atum:cyan_stained_deadwood_framed_crystal_glass_pane
forge:glass_panes/cyan, atum:cyan_stained_palm_framed_crystal_glass_pane
forge:glass_panes/cyan, minecraft:cyan_stained_glass_pane
forge:glass_panes/dark_runic, forbidden_arcanus:dark_runic_glass_pane
forge:glass_panes/gray, atum:gray_stained_crystal_glass_pane
forge:glass_panes/gray, atum:gray_stained_deadwood_framed_crystal_glass_pane
forge:glass_panes/gray, atum:gray_stained_palm_framed_crystal_glass_pane
forge:glass_panes/gray, minecraft:gray_stained_glass_pane
forge:glass_panes/green, atum:green_stained_crystal_glass_pane
forge:glass_panes/green, atum:green_stained_deadwood_framed_crystal_glass_pane
forge:glass_panes/green, atum:green_stained_palm_framed_crystal_glass_pane
forge:glass_panes/green, minecraft:green_stained_glass_pane
forge:glass_panes/light_blue, atum:light_blue_stained_crystal_glass_pane
forge:glass_panes/light_blue, atum:light_blue_stained_deadwood_framed_crystal_glass_pane
forge:glass_panes/light_blue, atum:light_blue_stained_palm_framed_crystal_glass_pane
forge:glass_panes/light_blue, minecraft:light_blue_stained_glass_pane
forge:glass_panes/light_gray, atum:light_gray_stained_crystal_glass_pane
forge:glass_panes/light_gray, atum:light_gray_stained_deadwood_framed_crystal_glass_pane
forge:glass_panes/light_gray, atum:light_gray_stained_palm_framed_crystal_glass_pane
forge:glass_panes/light_gray, minecraft:light_gray_stained_glass_pane
forge:glass_panes/lime, atum:lime_stained_crystal_glass_pane
forge:glass_panes/lime, atum:lime_stained_deadwood_framed_crystal_glass_pane
forge:glass_panes/lime, atum:lime_stained_palm_framed_crystal_glass_pane
forge:glass_panes/lime, minecraft:lime_stained_glass_pane
forge:glass_panes/magenta, atum:magenta_stained_crystal_glass_pane
forge:glass_panes/magenta, atum:magenta_stained_deadwood_framed_crystal_glass_pane
forge:glass_panes/magenta, atum:magenta_stained_palm_framed_crystal_glass_pane
forge:glass_panes/magenta, minecraft:magenta_stained_glass_pane
forge:glass_panes/orange, atum:orange_stained_crystal_glass_pane
forge:glass_panes/orange, atum:orange_stained_deadwood_framed_crystal_glass_pane
forge:glass_panes/orange, atum:orange_stained_palm_framed_crystal_glass_pane
forge:glass_panes/orange, minecraft:orange_stained_glass_pane
forge:glass_panes/pink, atum:pink_stained_crystal_glass_pane
forge:glass_panes/pink, atum:pink_stained_deadwood_framed_crystal_glass_pane
forge:glass_panes/pink, atum:pink_stained_palm_framed_crystal_glass_pane
forge:glass_panes/pink, minecraft:pink_stained_glass_pane
forge:glass_panes/purple, atum:purple_stained_crystal_glass_pane
forge:glass_panes/purple, atum:purple_stained_deadwood_framed_crystal_glass_pane
forge:glass_panes/purple, atum:purple_stained_palm_framed_crystal_glass_pane
forge:glass_panes/purple, minecraft:purple_stained_glass_pane
forge:glass_panes/red, atum:red_stained_crystal_glass_pane
forge:glass_panes/red, atum:red_stained_deadwood_framed_crystal_glass_pane
forge:glass_panes/red, atum:red_stained_palm_framed_crystal_glass_pane
forge:glass_panes/red, minecraft:red_stained_glass_pane
forge:glass_panes/runic, forbidden_arcanus:runic_glass_pane
forge:glass_panes/white, atum:white_stained_crystal_glass_pane
forge:glass_panes/white, atum:white_stained_deadwood_framed_crystal_glass_pane
forge:glass_panes/white, atum:white_stained_palm_framed_crystal_glass_pane
forge:glass_panes/white, minecraft:white_stained_glass_pane
forge:glass_panes/yellow, atum:yellow_stained_crystal_glass_pane
forge:glass_panes/yellow, atum:yellow_stained_deadwood_framed_crystal_glass_pane
forge:glass_panes/yellow, atum:yellow_stained_palm_framed_crystal_glass_pane
forge:glass_panes/yellow, minecraft:yellow_stained_glass_pane
forge:grain, farmersdelight:rice
forge:grain, minecraft:wheat
forge:grain/rice, farmersdelight:rice
forge:grain/wheat, minecraft:wheat
forge:gravel, atum:limestone_gravel
forge:gravel, minecraft:gravel
forge:gravel, subwild:mossy_gravel
forge:gunpowder, minecraft:gunpowder
forge:heads, forbidden_arcanus:eternal_obsidian_skull
forge:heads, forbidden_arcanus:obsidian_skull
forge:heads, minecraft:creeper_head
forge:heads, minecraft:dragon_head
forge:heads, minecraft:player_head
forge:heads, minecraft:skeleton_skull
forge:heads, minecraft:wither_skeleton_skull
forge:heads, minecraft:zombie_head
forge:heart, alexsmobs:soul_heart
forge:heart, iceandfire:fire_dragon_heart
forge:heart, iceandfire:hydra_heart
forge:heart, iceandfire:ice_dragon_heart
forge:heart, iceandfire:lightning_dragon_heart
forge:helmets, byg:ametrine_helmet
forge:hide, untamedwilds:hide_bear_ashen
forge:hide, untamedwilds:hide_bear_black
forge:hide, untamedwilds:hide_bear_brown
forge:hide, untamedwilds:hide_bear_white
forge:hide, untamedwilds:hide_bigcat_jaguar
forge:hide, untamedwilds:hide_bigcat_leopard
forge:hide, untamedwilds:hide_bigcat_lion
forge:hide, untamedwilds:hide_bigcat_panther
forge:hide, untamedwilds:hide_bigcat_puma
forge:hide, untamedwilds:hide_bigcat_tiger
forge:hoes, byg:pendorite_hoe
forge:ice, betterendforge:ancient_emerald_ice
forge:ice, betterendforge:dense_emerald_ice
forge:ice, betterendforge:emerald_ice
forge:ingots, aquaculture:neptunium_ingot
forge:ingots, atum:khnumite
forge:ingots, atum:nebu_ingot
forge:ingots, betterendforge:aeternium_ingot
forge:ingots, betterendforge:terminite_ingot
forge:ingots, betterendforge:thallasium_ingot
forge:ingots, blue_skies:falsite_ingot
forge:ingots, blue_skies:horizonite_ingot
forge:ingots, blue_skies:ventium_ingot
forge:ingots, cavesandcliffs:copper_ingot
forge:ingots, create:brass_ingot
forge:ingots, create:copper_ingot
forge:ingots, create:zinc_ingot
forge:ingots, emendatusenigmatica:aluminum_ingot
forge:ingots, emendatusenigmatica:brass_ingot
forge:ingots, emendatusenigmatica:bronze_ingot
forge:ingots, emendatusenigmatica:cast_iron_ingot
forge:ingots, emendatusenigmatica:cobalt_ingot
forge:ingots, emendatusenigmatica:constantan_ingot
forge:ingots, emendatusenigmatica:copper_ingot
forge:ingots, emendatusenigmatica:electrum_ingot
forge:ingots, emendatusenigmatica:enderium_ingot
forge:ingots, emendatusenigmatica:invar_ingot
forge:ingots, emendatusenigmatica:iridium_ingot
forge:ingots, emendatusenigmatica:lead_ingot
forge:ingots, emendatusenigmatica:lumium_ingot
forge:ingots, emendatusenigmatica:nickel_ingot
forge:ingots, emendatusenigmatica:osmium_ingot
forge:ingots, emendatusenigmatica:signalum_ingot
forge:ingots, emendatusenigmatica:silver_ingot
forge:ingots, emendatusenigmatica:steel_ingot
forge:ingots, emendatusenigmatica:tin_ingot
forge:ingots, emendatusenigmatica:uranium_ingot
forge:ingots, emendatusenigmatica:zinc_ingot
forge:ingots, forbidden_arcanus:arcane_gold_ingot
forge:ingots, forbidden_arcanus:obsidian_ingot
forge:ingots, minecraft:brick
forge:ingots, minecraft:gold_ingot
forge:ingots, minecraft:iron_ingot
forge:ingots, minecraft:nether_brick
forge:ingots, minecraft:netherite_ingot
forge:ingots, tropicraft:manganese_ingot
forge:ingots, tropicraft:shaka_ingot
forge:ingots, undergarden:cloggrum_ingot
forge:ingots, undergarden:forgotten_ingot
forge:ingots, undergarden:froststeel_ingot
forge:ingots, undergarden:regalium_ingot
forge:ingots, undergarden:utherium_ingot
forge:ingots, wyrmroost:platinum_ingot
forge:ingots/aeternium, betterendforge:aeternium_ingot
forge:ingots/aluminum, emendatusenigmatica:aluminum_ingot
forge:ingots/arcane_gold, forbidden_arcanus:arcane_gold_ingot
forge:ingots/brass, create:brass_ingot
forge:ingots/brass, emendatusenigmatica:brass_ingot
forge:ingots/brick, minecraft:brick
forge:ingots/bronze, emendatusenigmatica:bronze_ingot
forge:ingots/cast_iron, emendatusenigmatica:cast_iron_ingot
forge:ingots/cloggrum, undergarden:cloggrum_ingot
forge:ingots/cobalt, emendatusenigmatica:cobalt_ingot
forge:ingots/constantan, emendatusenigmatica:constantan_ingot
forge:ingots/copper, cavesandcliffs:copper_ingot
forge:ingots/copper, create:copper_ingot
forge:ingots/copper, emendatusenigmatica:copper_ingot
forge:ingots/copper, iceandfire:copper_ingot
forge:ingots/dragonsteel_fire, iceandfire:dragonsteel_fire_ingot
forge:ingots/dragonsteel_ice, iceandfire:dragonsteel_ice_ingot
forge:ingots/dragonsteel_lightning, iceandfire:dragonsteel_lightning_ingot
forge:ingots/electrum, emendatusenigmatica:electrum_ingot
forge:ingots/enderium, emendatusenigmatica:enderium_ingot
forge:ingots/forgotten_metal, undergarden:forgotten_ingot
forge:ingots/froststeel, undergarden:froststeel_ingot
forge:ingots/gold, minecraft:gold_ingot
forge:ingots/invar, emendatusenigmatica:invar_ingot
forge:ingots/iridium, emendatusenigmatica:iridium_ingot
forge:ingots/iron, minecraft:iron_ingot
forge:ingots/khnumite, atum:khnumite
forge:ingots/lead, emendatusenigmatica:lead_ingot
forge:ingots/lumium, emendatusenigmatica:lumium_ingot
forge:ingots/manganese, tropicraft:manganese_ingot
forge:ingots/nebu, atum:nebu_ingot
forge:ingots/neptunium, aquaculture:neptunium_ingot
forge:ingots/nether_brick, minecraft:nether_brick
forge:ingots/netherite, minecraft:netherite_ingot
forge:ingots/nickel, emendatusenigmatica:nickel_ingot
forge:ingots/obsidian, forbidden_arcanus:obsidian_ingot
forge:ingots/osmium, emendatusenigmatica:osmium_ingot
forge:ingots/platinum, wyrmroost:platinum_ingot
forge:ingots/regalium, undergarden:regalium_ingot
forge:ingots/shaka, tropicraft:shaka_ingot
forge:ingots/signalum, emendatusenigmatica:signalum_ingot
forge:ingots/silver, emendatusenigmatica:silver_ingot
forge:ingots/silver, iceandfire:silver_ingot
forge:ingots/steel, emendatusenigmatica:steel_ingot
forge:ingots/terminite, betterendforge:terminite_ingot
forge:ingots/thallasium, betterendforge:thallasium_ingot
forge:ingots/tin, emendatusenigmatica:tin_ingot
forge:ingots/uranium, emendatusenigmatica:uranium_ingot
forge:ingots/utherium, undergarden:utherium_ingot
forge:ingots/zinc, create:zinc_ingot
forge:ingots/zinc, emendatusenigmatica:zinc_ingot
forge:jolly_boxes/large_present_one_to_eight, aquaculture:treasure_chest
forge:jolly_boxes/large_present_single_stack, aquaculture:neptunium_ingot
forge:jolly_boxes/small_present_common, aquaculture:driftwood
forge:jolly_boxes/small_present_common, aquaculture:message_in_a_bottle
forge:jolly_boxes/small_present_common, aquaculture:tin_can
forge:leather, forbidden_arcanus:rotten_leather
forge:leather, minecraft:leather
forge:leather, tropicraft:iguana_leather
forge:leather, untamedwilds:hide_bear_ashen
forge:leather, untamedwilds:hide_bear_black
forge:leather, untamedwilds:hide_bear_brown
forge:leather, untamedwilds:hide_bear_white
forge:leather, untamedwilds:hide_bigcat_jaguar
forge:leather, untamedwilds:hide_bigcat_leopard
forge:leather, untamedwilds:hide_bigcat_lion
forge:leather, untamedwilds:hide_bigcat_panther
forge:leather, untamedwilds:hide_bigcat_puma
forge:leather, untamedwilds:hide_bigcat_tiger
forge:leggings, byg:ametrine_leggings
forge:meat_raw, minecraft:beef
forge:meat_raw, minecraft:chicken
forge:meat_raw, minecraft:mutton
forge:meat_raw, minecraft:porkchop
forge:meat_raw, minecraft:rabbit
forge:meats, aquaculture:arapaima
forge:meats, aquaculture:atlantic_cod
forge:meats, aquaculture:atlantic_halibut
forge:meats, aquaculture:atlantic_herring
forge:meats, aquaculture:bayad
forge:meats, aquaculture:blackfish
forge:meats, aquaculture:bluegill
forge:meats, aquaculture:boulti
forge:meats, aquaculture:brown_shrooma
forge:meats, aquaculture:brown_trout
forge:meats, aquaculture:capitaine
forge:meats, aquaculture:carp
forge:meats, aquaculture:catfish
forge:meats, aquaculture:gar
forge:meats, aquaculture:minnow
forge:meats, aquaculture:muskellunge
forge:meats, aquaculture:pacific_halibut
forge:meats, aquaculture:perch
forge:meats, aquaculture:pink_salmon
forge:meats, aquaculture:piranha
forge:meats, aquaculture:pollock
forge:meats, aquaculture:rainbow_trout
forge:meats, aquaculture:red_grouper
forge:meats, aquaculture:red_shrooma
forge:meats, aquaculture:smallmouth_bass
forge:meats, aquaculture:synodontis
forge:meats, aquaculture:tambaqui
forge:meats, aquaculture:tuna
forge:meats, betterendforge:end_fish_cooked
forge:meats, betterendforge:end_fish_raw
forge:meats, farmersdelight:cod_slice
forge:meats, farmersdelight:cooked_cod_slice
forge:meats, farmersdelight:cooked_salmon_slice
forge:meats, farmersdelight:salmon_slice
forge:meats, minecraft:beef
forge:meats, minecraft:chicken
forge:meats, minecraft:cod
forge:meats, minecraft:cooked_beef
forge:meats, minecraft:cooked_chicken
forge:meats, minecraft:cooked_cod
forge:meats, minecraft:cooked_mutton
forge:meats, minecraft:cooked_porkchop
forge:meats, minecraft:cooked_rabbit
forge:meats, minecraft:cooked_salmon
forge:meats, minecraft:mutton
forge:meats, minecraft:porkchop
forge:meats, minecraft:rabbit
forge:meats, minecraft:salmon
forge:meats, minecraft:tropical_fish
forge:meats, untamedwilds:food_bear_cooked
forge:meats, untamedwilds:food_bear_raw
forge:meats, untamedwilds:food_pachyderm_cooked
forge:meats, untamedwilds:food_pachyderm_raw
forge:meats, untamedwilds:food_turtle_cooked
forge:meats, untamedwilds:food_turtle_raw
forge:milk, farmersdelight:milk_bottle
forge:milk, minecraft:milk_bucket
forge:milk/milk, minecraft:milk_bucket
forge:milk/milk_bottle, farmersdelight:milk_bottle
forge:mushrooms, betterendforge:bolux_mushroom
forge:mushrooms, betterendforge:chorus_mushroom_raw
forge:mushrooms, biomesoplenty:glowshroom
forge:mushrooms, biomesoplenty:toadstool
forge:mushrooms, byg:black_puff
forge:mushrooms, byg:green_mushroom
forge:mushrooms, byg:imparius_mushroom
forge:mushrooms, byg:sythian_fungus
forge:mushrooms, byg:weeping_milkcap
forge:mushrooms, byg:wood_blewit
forge:mushrooms, minecraft:brown_mushroom
forge:mushrooms, minecraft:red_mushroom
forge:mushrooms, quark:glowshroom
forge:mushrooms, subwild:long_foxfire
forge:mushrooms, subwild:short_foxfire
forge:mushrooms, undergarden:blood_mushroom
forge:mushrooms, undergarden:indigo_mushroom
forge:mushrooms, undergarden:veil_mushroom
forge:music_discs, biomesoplenty:music_disc_wanderer
forge:nether_stars, forbidden_arcanus:dark_nether_star
forge:nether_stars, minecraft:nether_star
forge:netherrack, byg:blue_netherrack
forge:netherrack, byg:brimstone
forge:netherrack, byg:embur_nylium
forge:netherrack, byg:overgrown_crimson_blackstone
forge:netherrack, byg:overgrown_netherrack
forge:netherrack, byg:sythian_nylium
forge:netherrack, minecraft:netherrack
forge:nuggets, aquaculture:neptunium_nugget
forge:nuggets, atum:nebu_drop
forge:nuggets, betterendforge:terminite_nugget
forge:nuggets, betterendforge:thallasium_nugget
forge:nuggets, create:brass_nugget
forge:nuggets, create:copper_nugget
forge:nuggets, create:zinc_nugget
forge:nuggets, doom:argent_energy
forge:nuggets, emendatusenigmatica:aluminum_nugget
forge:nuggets, emendatusenigmatica:brass_nugget
forge:nuggets, emendatusenigmatica:bronze_nugget
forge:nuggets, emendatusenigmatica:cast_iron_nugget
forge:nuggets, emendatusenigmatica:cobalt_nugget
forge:nuggets, emendatusenigmatica:constantan_nugget
forge:nuggets, emendatusenigmatica:copper_nugget
forge:nuggets, emendatusenigmatica:electrum_nugget
forge:nuggets, emendatusenigmatica:enderium_nugget
forge:nuggets, emendatusenigmatica:invar_nugget
forge:nuggets, emendatusenigmatica:iridium_nugget
forge:nuggets, emendatusenigmatica:lead_nugget
