---------------------------------------------
NOTE: The Hardness and Resistance values are the raw base values in the fields
of the Block class in question. The actual final values may be different
for different states of the block, or they may depend on a TileEntity etc.
---------------------------------------------
Mod name, Registry name, Hardness, Resistance
Farmer's Delight, farmersdelight:orange_canvas_wall_sign, 1.00, 1.00
Farmer's Delight, farmersdelight:organic_compost, 1.20, 1.20
Farmer's Delight, farmersdelight:pink_canvas_sign, 1.00, 1.00
Farmer's Delight, farmersdelight:pink_canvas_wall_sign, 1.00, 1.00
Farmer's Delight, farmersdelight:potato_crate, 2.00, 3.00
Farmer's Delight, farmersdelight:purple_canvas_sign, 1.00, 1.00
Farmer's Delight, farmersdelight:purple_canvas_wall_sign, 1.00, 1.00
Farmer's Delight, farmersdelight:red_canvas_sign, 1.00, 1.00
Farmer's Delight, farmersdelight:red_canvas_wall_sign, 1.00, 1.00
Farmer's Delight, farmersdelight:red_mushroom_colony, 0.00, 0.00
Farmer's Delight, farmersdelight:rice_bag, 0.80, 0.80
Farmer's Delight, farmersdelight:rice_bale, 0.50, 0.50
Farmer's Delight, farmersdelight:rice_crop, 0.20, 0.20
Farmer's Delight, farmersdelight:rice_upper_crop, 0.00, 0.00
Farmer's Delight, farmersdelight:rich_soil, 0.50, 0.50
Farmer's Delight, farmersdelight:rich_soil_farmland, 0.60, 0.60
Farmer's Delight, farmersdelight:roast_chicken_block, 0.80, 0.80
Farmer's Delight, farmersdelight:rope, 0.20, 0.20
Farmer's Delight, farmersdelight:safety_net, 0.20, 0.20
Farmer's Delight, farmersdelight:shepherds_pie_block, 0.50, 0.50
Farmer's Delight, farmersdelight:skillet, 0.50, 6.00
Farmer's Delight, farmersdelight:spruce_pantry, 2.50, 2.50
Farmer's Delight, farmersdelight:stove, 2.00, 6.00
Farmer's Delight, farmersdelight:straw_bale, 0.50, 0.50
Farmer's Delight, farmersdelight:stuffed_pumpkin_block, 1.00, 1.00
Farmer's Delight, farmersdelight:sweet_berry_cheesecake, 0.50, 0.50
Farmer's Delight, farmersdelight:tatami, 0.80, 0.80
Farmer's Delight, farmersdelight:tomato_crate, 2.00, 3.00
Farmer's Delight, farmersdelight:tomatoes, 0.00, 0.00
Farmer's Delight, farmersdelight:warped_pantry, 2.50, 2.50
Farmer's Delight, farmersdelight:white_canvas_sign, 1.00, 1.00
Farmer's Delight, farmersdelight:white_canvas_wall_sign, 1.00, 1.00
Farmer's Delight, farmersdelight:wild_beetroots, 0.00, 0.00
Farmer's Delight, farmersdelight:wild_cabbages, 0.00, 0.00
Farmer's Delight, farmersdelight:wild_carrots, 0.00, 0.00
Farmer's Delight, farmersdelight:wild_onions, 0.00, 0.00
Farmer's Delight, farmersdelight:wild_potatoes, 0.00, 0.00
Farmer's Delight, farmersdelight:wild_rice, 0.00, 0.00
Farmer's Delight, farmersdelight:wild_tomatoes, 0.00, 0.00
Farmer's Delight, farmersdelight:yellow_canvas_sign, 1.00, 1.00
Farmer's Delight, farmersdelight:yellow_canvas_wall_sign, 1.00, 1.00
Farmer's Respite, farmersrespite:coffee_bush, 0.00, 0.00
Farmer's Respite, farmersrespite:coffee_bush_top, 0.00, 0.00
Farmer's Respite, farmersrespite:coffee_cake, 0.50, 0.50
Farmer's Respite, farmersrespite:coffee_stem, 0.00, 0.00
Farmer's Respite, farmersrespite:coffee_stem_double, 0.00, 0.00
Farmer's Respite, farmersrespite:coffee_stem_middle, 0.00, 0.00
Farmer's Respite, farmersrespite:kettle, 0.50, 6.00
Farmer's Respite, farmersrespite:rose_hip_pie, 0.50, 0.50
Farmer's Respite, farmersrespite:small_tea_bush, 0.00, 0.00
Farmer's Respite, farmersrespite:tea_bush, 0.00, 0.00
Farmer's Respite, farmersrespite:wild_tea_bush, 0.00, 0.00
Fire N' Blood, firenblood:blazecoreblock, 3.50, 3.50
Fire N' Blood, firenblood:cursed_bars, 5.00, 6.00
Fire N' Blood, firenblood:cursed_bricks, 3.00, 9.00
Fire N' Blood, firenblood:cursed_bricks_slab, 3.00, 9.00
Fire N' Blood, firenblood:cursed_bricks_stairs, 3.00, 9.00
Fire N' Blood, firenblood:cursed_bricks_wall, 3.00, 9.00
Fire N' Blood, firenblood:cursed_cage, 3.50, 3.50
Fire N' Blood, firenblood:cursed_stone, 3.00, 9.00
Fire N' Blood, firenblood:cursed_stone_chiseled, 3.00, 9.00
Fire N' Blood, firenblood:cursed_stone_slab, 3.00, 9.00
Fire N' Blood, firenblood:cursed_stone_stairs, 3.00, 9.00
Fire N' Blood, firenblood:cursed_tiles, 3.00, 9.00
Fire N' Blood, firenblood:cursed_tiles_slab, 3.00, 9.00
Fire N' Blood, firenblood:cursed_tiles_stairs, 3.00, 9.00
Fire N' Blood, firenblood:cursed_totem, 3.00, 9.00
Fire N' Blood, firenblood:fang_totem, 3.00, 9.00
Fire N' Blood, firenblood:mutation_totem, 3.00, 9.00
Fire N' Blood, firenblood:porcusshrine, 5.00, 5.00
Fire N' Blood, firenblood:tlightning_totem, 3.00, 9.00
Fire N' Blood, firenblood:undead_totem, 3.00, 9.00
Forbidden & Arcanus, forbidden_arcanus:arcane_chiseled_polished_darkstone, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:arcane_crystal_block, 1.00, 10.00
Forbidden & Arcanus, forbidden_arcanus:arcane_crystal_obelisk, 1.00, 10.00
Forbidden & Arcanus, forbidden_arcanus:arcane_crystal_ore, 3.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:arcane_dark_stone, 1.50, 6.00
Forbidden & Arcanus, forbidden_arcanus:arcane_darkstone_pedestal, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:arcane_dragon_egg, 3.00, 9.00
Forbidden & Arcanus, forbidden_arcanus:arcane_edelwood_planks, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:arcane_gilded_darkstone, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:arcane_glass, 0.30, 0.30
Forbidden & Arcanus, forbidden_arcanus:arcane_glass_pane, 0.30, 0.30
Forbidden & Arcanus, forbidden_arcanus:arcane_gold_block, 3.00, 6.00
Forbidden & Arcanus, forbidden_arcanus:arcane_gold_door, 3.00, 6.00
Forbidden & Arcanus, forbidden_arcanus:arcane_gold_pressure_plate, 3.00, 6.00
Forbidden & Arcanus, forbidden_arcanus:arcane_golden_candelabra, 3.00, 6.00
Forbidden & Arcanus, forbidden_arcanus:arcane_golden_chain, 3.00, 6.00
Forbidden & Arcanus, forbidden_arcanus:arcane_polished_darkstone, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:arcane_polished_darkstone_pillar, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:arcane_polished_darkstone_rod, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:arcane_polished_darkstone_slab, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:arcane_polished_darkstone_stairs, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:arcane_polished_darkstone_wall, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:black_hole, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:candle, 0.00, 0.00
Forbidden & Arcanus, forbidden_arcanus:candle_lamp, 2.00, 15.00
Forbidden & Arcanus, forbidden_arcanus:carved_cherrywood_planks, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:cherrywood, 2.00, 2.00
Forbidden & Arcanus, forbidden_arcanus:cherrywood_button, 0.50, 0.50
Forbidden & Arcanus, forbidden_arcanus:cherrywood_door, 3.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:cherrywood_fence, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:cherrywood_fence_gate, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:cherrywood_leaves, 0.20, 0.20
Forbidden & Arcanus, forbidden_arcanus:cherrywood_log, 2.00, 2.00
Forbidden & Arcanus, forbidden_arcanus:cherrywood_planks, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:cherrywood_pressure_plate, 0.50, 0.50
Forbidden & Arcanus, forbidden_arcanus:cherrywood_sapling, 0.00, 0.00
Forbidden & Arcanus, forbidden_arcanus:cherrywood_sign, 1.00, 1.00
Forbidden & Arcanus, forbidden_arcanus:cherrywood_slab, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:cherrywood_stairs, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:cherrywood_trapdoor, 3.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:cherrywood_wall_sign, 1.00, 1.00
Forbidden & Arcanus, forbidden_arcanus:chiseled_arcane_polished_darkstone, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:chiseled_polished_darkstone, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:corrupted_pixie_utrem_jar, 0.30, 0.30
Forbidden & Arcanus, forbidden_arcanus:cracked_polished_darkstone_bricks, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:cut_soulless_sandstone, 0.80, 0.80
Forbidden & Arcanus, forbidden_arcanus:cut_soulless_sandstone_slab, 2.00, 6.00
Forbidden & Arcanus, forbidden_arcanus:dark_beacon, 3.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:dark_nether_star_block, 5.00, 6.00
Forbidden & Arcanus, forbidden_arcanus:dark_runestone, 3.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:dark_runic_glass, 0.30, 0.30
Forbidden & Arcanus, forbidden_arcanus:dark_runic_glass_pane, 0.30, 0.30
Forbidden & Arcanus, forbidden_arcanus:darkstone, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:darkstone_pedestal, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:darkstone_slab, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:darkstone_stairs, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:darkstone_wall, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:edelwood_button, 0.50, 0.50
Forbidden & Arcanus, forbidden_arcanus:edelwood_door, 3.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:edelwood_fence, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:edelwood_fence_gate, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:edelwood_ladder, 0.40, 0.40
Forbidden & Arcanus, forbidden_arcanus:edelwood_log, 2.00, 2.00
Forbidden & Arcanus, forbidden_arcanus:edelwood_planks, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:edelwood_pressure_plate, 0.50, 0.50
Forbidden & Arcanus, forbidden_arcanus:edelwood_sign, 1.00, 1.00
Forbidden & Arcanus, forbidden_arcanus:edelwood_slab, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:edelwood_stairs, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:edelwood_trapdoor, 3.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:edelwood_wall_sign, 1.00, 1.00
Forbidden & Arcanus, forbidden_arcanus:end_crystal_gem, 1.00, 5.00
Forbidden & Arcanus, forbidden_arcanus:eternal_obsidian_skull, 1.00, 1.00
Forbidden & Arcanus, forbidden_arcanus:eternal_obsidian_wall_skull, 1.00, 1.00
Forbidden & Arcanus, forbidden_arcanus:fungyss, 0.00, 0.00
Forbidden & Arcanus, forbidden_arcanus:fungyss_block, 0.20, 0.20
Forbidden & Arcanus, forbidden_arcanus:fungyss_button, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:fungyss_door, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:fungyss_fence, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:fungyss_fence_gate, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:fungyss_hyphae, 2.00, 2.00
Forbidden & Arcanus, forbidden_arcanus:fungyss_planks, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:fungyss_pressure_plate, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:fungyss_slab, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:fungyss_stairs, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:fungyss_stem, 2.00, 2.00
Forbidden & Arcanus, forbidden_arcanus:fungyss_trapdoor, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:golden_orchid, 0.00, 0.00
Forbidden & Arcanus, forbidden_arcanus:hanging_arcane_golden_candelabra, 3.00, 6.00
Forbidden & Arcanus, forbidden_arcanus:hanging_iron_candelabra, 5.00, 6.00
Forbidden & Arcanus, forbidden_arcanus:hanging_stone_candelabra, 1.50, 6.00
Forbidden & Arcanus, forbidden_arcanus:hephaestus_forge, 5.00, 6.00
Forbidden & Arcanus, forbidden_arcanus:iron_candelabra, 5.00, 6.00
Forbidden & Arcanus, forbidden_arcanus:iron_chain, 5.00, 6.00
Forbidden & Arcanus, forbidden_arcanus:magical_farmland, 0.60, 0.60
Forbidden & Arcanus, forbidden_arcanus:mysterywood, 2.00, 2.00
Forbidden & Arcanus, forbidden_arcanus:mysterywood_button, 0.50, 0.50
Forbidden & Arcanus, forbidden_arcanus:mysterywood_door, 3.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:mysterywood_fence, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:mysterywood_fence_gate, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:mysterywood_leaves, 0.20, 0.20
Forbidden & Arcanus, forbidden_arcanus:mysterywood_log, 2.00, 2.00
Forbidden & Arcanus, forbidden_arcanus:mysterywood_planks, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:mysterywood_pressure_plate, 0.50, 0.50
Forbidden & Arcanus, forbidden_arcanus:mysterywood_sapling, 0.00, 0.00
Forbidden & Arcanus, forbidden_arcanus:mysterywood_sign, 1.00, 1.00
Forbidden & Arcanus, forbidden_arcanus:mysterywood_slab, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:mysterywood_stairs, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:mysterywood_trapdoor, 3.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:mysterywood_wall_sign, 1.00, 1.00
Forbidden & Arcanus, forbidden_arcanus:nipa, 0.00, 0.00
Forbidden & Arcanus, forbidden_arcanus:obsidian_skull, 1.00, 1.00
Forbidden & Arcanus, forbidden_arcanus:obsidian_wall_skull, 1.00, 1.00
Forbidden & Arcanus, forbidden_arcanus:petrified_root, 2.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:pixie_utrem_jar, 0.30, 0.30
Forbidden & Arcanus, forbidden_arcanus:polished_darkstone, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:polished_darkstone_brick_slab, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:polished_darkstone_brick_stairs, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:polished_darkstone_brick_wall, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:polished_darkstone_bricks, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:polished_darkstone_button, 0.50, 0.50
Forbidden & Arcanus, forbidden_arcanus:polished_darkstone_pressure_plate, 0.50, 0.50
Forbidden & Arcanus, forbidden_arcanus:polished_darkstone_slab, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:polished_darkstone_stairs, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:polished_darkstone_wall, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:polished_soulless_sandstone, 0.80, 0.80
Forbidden & Arcanus, forbidden_arcanus:polished_soulless_sandstone_slab, 2.00, 6.00
Forbidden & Arcanus, forbidden_arcanus:polished_soulless_sandstone_stairs, 0.80, 0.80
Forbidden & Arcanus, forbidden_arcanus:potted_cherrywood_sapling, 0.00, 0.00
Forbidden & Arcanus, forbidden_arcanus:potted_mysterywood_sapling, 0.00, 0.00
Forbidden & Arcanus, forbidden_arcanus:potted_yellow_orchid, 0.00, 0.00
Forbidden & Arcanus, forbidden_arcanus:runestone, 3.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:runic_chiseled_polished_darkstone, 2.00, 8.00
Forbidden & Arcanus, forbidden_arcanus:runic_glass, 0.30, 0.30
Forbidden & Arcanus, forbidden_arcanus:runic_glass_pane, 0.30, 0.30
Forbidden & Arcanus, forbidden_arcanus:runic_tenebris_core, 2.00, 15.00
Forbidden & Arcanus, forbidden_arcanus:runic_tenebris_frame, 2.00, 15.00
Forbidden & Arcanus, forbidden_arcanus:soulless_sand, 0.50, 0.50
Forbidden & Arcanus, forbidden_arcanus:soulless_sandstone, 0.80, 0.80
Forbidden & Arcanus, forbidden_arcanus:soulless_sandstone_slab, 2.00, 6.00
Forbidden & Arcanus, forbidden_arcanus:soulless_sandstone_stairs, 0.80, 0.80
Forbidden & Arcanus, forbidden_arcanus:soulless_sandstone_wall, 0.80, 0.80
Forbidden & Arcanus, forbidden_arcanus:stella_arcanum, 38.00, 1200.00
Forbidden & Arcanus, forbidden_arcanus:stellarite_block, 50.00, 1200.00
Forbidden & Arcanus, forbidden_arcanus:stone_candelabra, 1.50, 6.00
Forbidden & Arcanus, forbidden_arcanus:strange_root, 0.00, 0.00
Forbidden & Arcanus, forbidden_arcanus:stripped_cherrywood, 2.00, 2.00
Forbidden & Arcanus, forbidden_arcanus:stripped_cherrywood_log, 2.00, 2.00
Forbidden & Arcanus, forbidden_arcanus:stripped_mysterywood, 2.00, 2.00
Forbidden & Arcanus, forbidden_arcanus:stripped_mysterywood_log, 2.00, 2.00
Forbidden & Arcanus, forbidden_arcanus:utrem_jar, 0.30, 0.30
Forbidden & Arcanus, forbidden_arcanus:wall_arcane_golden_candelabra, 3.00, 6.00
Forbidden & Arcanus, forbidden_arcanus:wall_iron_candelabra, 5.00, 6.00
Forbidden & Arcanus, forbidden_arcanus:wall_stone_candelabra, 1.50, 6.00
Forbidden & Arcanus, forbidden_arcanus:xpetrified_ore, 3.00, 3.00
Forbidden & Arcanus, forbidden_arcanus:yellow_orchid, 0.00, 0.00
Goblins & Dungeons, goblinsanddungeons:chiseled_scoria, 1.50, 6.00
Goblins & Dungeons, goblinsanddungeons:chiseled_scoria_bricks, 1.50, 6.00
Goblins & Dungeons, goblinsanddungeons:cracked_scoria_bricks, 1.50, 6.00
Goblins & Dungeons, goblinsanddungeons:polished_scoria, 1.50, 6.00
Goblins & Dungeons, goblinsanddungeons:polished_scoria_slab, 1.50, 6.00
Goblins & Dungeons, goblinsanddungeons:polished_scoria_stairs, 1.50, 6.00
Goblins & Dungeons, goblinsanddungeons:polished_scoria_vertical_slab, 1.50, 6.00
Goblins & Dungeons, goblinsanddungeons:polished_scoria_wall, 1.50, 6.00
Goblins & Dungeons, goblinsanddungeons:scoria, 1.50, 6.00
Goblins & Dungeons, goblinsanddungeons:scoria_brick_slab, 1.50, 6.00
Goblins & Dungeons, goblinsanddungeons:scoria_brick_stairs, 1.50, 6.00
Goblins & Dungeons, goblinsanddungeons:scoria_brick_vertical_slab, 1.50, 6.00
Goblins & Dungeons, goblinsanddungeons:scoria_brick_wall, 1.50, 6.00
Goblins & Dungeons, goblinsanddungeons:scoria_bricks, 1.50, 6.00
Goblins & Dungeons, goblinsanddungeons:scoria_pavement, 1.50, 6.00
Goblins & Dungeons, goblinsanddungeons:scoria_pillar, 1.50, 6.00
Goblins & Dungeons, goblinsanddungeons:scoria_slab, 1.50, 6.00
Goblins & Dungeons, goblinsanddungeons:scoria_stairs, 1.50, 6.00
Goblins & Dungeons, goblinsanddungeons:scoria_vertical_slab, 1.50, 6.00
Goblins & Dungeons, goblinsanddungeons:scoria_wall, 1.50, 6.00
Goblins & Dungeons, goblinsanddungeons:urn, 0.30, 0.30
Greek Fantasy, greekfantasy:altar_aphrodite, 15.00, 6000.00
Greek Fantasy, greekfantasy:altar_apollo, 15.00, 6000.00
Greek Fantasy, greekfantasy:altar_ares, 15.00, 6000.00
Greek Fantasy, greekfantasy:altar_artemis, 15.00, 6000.00
Greek Fantasy, greekfantasy:altar_athena, 15.00, 6000.00
Greek Fantasy, greekfantasy:altar_demeter, 15.00, 6000.00
Greek Fantasy, greekfantasy:altar_dionysus, 15.00, 6000.00
Greek Fantasy, greekfantasy:altar_hades, 15.00, 6000.00
Greek Fantasy, greekfantasy:altar_hecate, 15.00, 6000.00
Greek Fantasy, greekfantasy:altar_hephaestus, 15.00, 6000.00
Greek Fantasy, greekfantasy:altar_hera, 15.00, 6000.00
Greek Fantasy, greekfantasy:altar_hermes, 15.00, 6000.00
Greek Fantasy, greekfantasy:altar_hestia, 15.00, 6000.00
Greek Fantasy, greekfantasy:altar_persephone, 15.00, 6000.00
Greek Fantasy, greekfantasy:altar_poseidon, 15.00, 6000.00
Greek Fantasy, greekfantasy:altar_zeus, 15.00, 6000.00
Greek Fantasy, greekfantasy:black_terracotta_vase, 0.50, 1.00
Greek Fantasy, greekfantasy:blue_terracotta_vase, 0.50, 1.00
Greek Fantasy, greekfantasy:brown_terracotta_vase, 0.50, 1.00
Greek Fantasy, greekfantasy:cerberus_head, 1.00, 1.00
Greek Fantasy, greekfantasy:chiseled_cretan_stone, 99.00, 1200.00
Greek Fantasy, greekfantasy:chiseled_cretan_stone_brick, 99.00, 1200.00
Greek Fantasy, greekfantasy:cracked_cretan_stone_brick, 99.00, 1200.00
Greek Fantasy, greekfantasy:cracked_polished_cretan_stone, 99.00, 1200.00
Greek Fantasy, greekfantasy:cretan_stone, 99.00, 1200.00
Greek Fantasy, greekfantasy:cretan_stone_brick, 99.00, 1200.00
Greek Fantasy, greekfantasy:cyan_terracotta_vase, 0.50, 1.00
Greek Fantasy, greekfantasy:gigante_head, 1.00, 1.00
Greek Fantasy, greekfantasy:golden_apple_leaves, 0.20, 0.20
Greek Fantasy, greekfantasy:golden_apple_sapling, 0.00, 0.00
Greek Fantasy, greekfantasy:golden_string, 0.00, 0.00
Greek Fantasy, greekfantasy:gray_terracotta_vase, 0.50, 1.00
Greek Fantasy, greekfantasy:green_terracotta_vase, 0.50, 1.00
Greek Fantasy, greekfantasy:ichor_infused_block, 3.00, 6.00
Greek Fantasy, greekfantasy:light_blue_terracotta_vase, 0.50, 1.00
Greek Fantasy, greekfantasy:light_gray_terracotta_vase, 0.50, 1.00
Greek Fantasy, greekfantasy:lime_terracotta_vase, 0.50, 1.00
Greek Fantasy, greekfantasy:limestone, 1.50, 6.00
Greek Fantasy, greekfantasy:limestone_pillar, 1.50, 6.00
Greek Fantasy, greekfantasy:limestone_slab, 1.50, 6.00
Greek Fantasy, greekfantasy:limestone_stairs, 1.50, 6.00
Greek Fantasy, greekfantasy:limestone_statue, 1.50, 6.00
Greek Fantasy, greekfantasy:magenta_terracotta_vase, 0.50, 1.00
Greek Fantasy, greekfantasy:marble, 1.50, 6.00
Greek Fantasy, greekfantasy:marble_pillar, 1.50, 6.00
Greek Fantasy, greekfantasy:marble_slab, 1.50, 6.00
Greek Fantasy, greekfantasy:marble_stairs, 1.50, 6.00
Greek Fantasy, greekfantasy:marble_statue, 1.50, 6.00
Greek Fantasy, greekfantasy:mysterious_box, 0.80, 2.00
Greek Fantasy, greekfantasy:nest, 0.50, 0.50
Greek Fantasy, greekfantasy:oil, 0.00, 0.00
Greek Fantasy, greekfantasy:oil_lamp, 0.20, 0.10
Greek Fantasy, greekfantasy:olive_door, 2.00, 3.00
Greek Fantasy, greekfantasy:olive_leaves, 0.20, 0.20
Greek Fantasy, greekfantasy:olive_log, 2.00, 2.00
Greek Fantasy, greekfantasy:olive_planks, 2.00, 3.00
Greek Fantasy, greekfantasy:olive_sapling, 0.00, 0.00
Greek Fantasy, greekfantasy:olive_slab, 2.00, 3.00
Greek Fantasy, greekfantasy:olive_stairs, 2.00, 3.00
Greek Fantasy, greekfantasy:olive_trapdoor, 2.00, 3.00
Greek Fantasy, greekfantasy:olive_wood, 2.00, 3.00
Greek Fantasy, greekfantasy:orange_terracotta_vase, 0.50, 1.00
Greek Fantasy, greekfantasy:orthus_head, 1.00, 1.00
Greek Fantasy, greekfantasy:palladium, 1.50, 6.00
Greek Fantasy, greekfantasy:pink_terracotta_vase, 0.50, 1.00
Greek Fantasy, greekfantasy:polished_cretan_stone, 99.00, 1200.00
Greek Fantasy, greekfantasy:polished_limestone, 1.50, 6.00
Greek Fantasy, greekfantasy:polished_limestone_slab, 1.50, 6.00
Greek Fantasy, greekfantasy:polished_limestone_stairs, 1.50, 6.00
Greek Fantasy, greekfantasy:polished_marble, 1.50, 6.00
Greek Fantasy, greekfantasy:polished_marble_slab, 1.50, 6.00
Greek Fantasy, greekfantasy:polished_marble_stairs, 1.50, 6.00
Greek Fantasy, greekfantasy:pomegranate_door, 2.20, 3.00
Greek Fantasy, greekfantasy:pomegranate_leaves, 0.20, 0.20
Greek Fantasy, greekfantasy:pomegranate_log, 2.00, 2.00
Greek Fantasy, greekfantasy:pomegranate_planks, 2.20, 3.00
Greek Fantasy, greekfantasy:pomegranate_sapling, 0.00, 0.00
Greek Fantasy, greekfantasy:pomegranate_slab, 2.20, 3.00
Greek Fantasy, greekfantasy:pomegranate_stairs, 2.20, 3.00
Greek Fantasy, greekfantasy:pomegranate_trapdoor, 2.20, 3.00
Greek Fantasy, greekfantasy:pomegranate_wood, 2.20, 3.00
Greek Fantasy, greekfantasy:purple_terracotta_vase, 0.50, 1.00
Greek Fantasy, greekfantasy:red_terracotta_vase, 0.50, 1.00
Greek Fantasy, greekfantasy:reeds, 0.00, 0.00
Greek Fantasy, greekfantasy:stripped_olive_log, 2.00, 3.00
Greek Fantasy, greekfantasy:stripped_olive_wood, 2.00, 3.00
Greek Fantasy, greekfantasy:stripped_pomegranate_log, 2.20, 3.00
Greek Fantasy, greekfantasy:stripped_pomegranate_wood, 2.20, 3.00
Greek Fantasy, greekfantasy:terracotta_vase, 0.50, 1.00
Greek Fantasy, greekfantasy:white_terracotta_vase, 0.50, 1.00
Greek Fantasy, greekfantasy:wild_rose, 0.00, 0.00
Greek Fantasy, greekfantasy:yellow_terracotta_vase, 0.50, 1.00
HT's TreeChop, treechop:chopped_log, 2.00, 2.00
Hardcore Torches, hardcore_torches:burnt_torch, 0.00, 0.00
Hardcore Torches, hardcore_torches:burnt_wall_torch, 0.00, 0.00
Hardcore Torches, hardcore_torches:lit_lantern, 0.00, 0.00
Hardcore Torches, hardcore_torches:lit_torch, 0.00, 0.00
Hardcore Torches, hardcore_torches:lit_wall_torch, 0.00, 0.00
Hardcore Torches, hardcore_torches:smoldering_torch, 0.00, 0.00
Hardcore Torches, hardcore_torches:smoldering_wall_torch, 0.00, 0.00
Hardcore Torches, hardcore_torches:unlit_lantern, 0.00, 0.00
Hardcore Torches, hardcore_torches:unlit_torch, 0.00, 0.00
Hardcore Torches, hardcore_torches:unlit_wall_torch, 0.00, 0.00
Hexerei, hexerei:belladonna_flower, 0.00, 0.00
Hexerei, hexerei:blood, 100.00, 100.00
Hexerei, hexerei:blood_sigil, 5.00, 5.00
Hexerei, hexerei:book_of_shadows_altar, 2.00, 2.00
Hexerei, hexerei:book_of_shadows_back, 2.00, 2.00
Hexerei, hexerei:book_of_shadows_binding, 2.00, 2.00
Hexerei, hexerei:book_of_shadows_cover, 2.00, 2.00
Hexerei, hexerei:book_of_shadows_page_blank, 2.00, 2.00
Hexerei, hexerei:candelabra, 2.00, 2.00
Hexerei, hexerei:candle, 0.50, 0.50
Hexerei, hexerei:candle_0_of_7, 1.00, 1.00
Hexerei, hexerei:candle_1_of_7, 1.00, 1.00
Hexerei, hexerei:candle_2_of_7, 1.00, 1.00
Hexerei, hexerei:candle_3_of_7, 1.00, 1.00
Hexerei, hexerei:candle_4_of_7, 1.00, 1.00
Hexerei, hexerei:candle_5_of_7, 1.00, 1.00
