----------------------------------------------
Mod name, Registry name, Entity class name, ID
Danny's Expansion, dannys_expansion:test_dummy, com.bottomtextdanny.dannys_expansion.common.Entities.TestDummyEntity, 1219
Danny's Expansion, dannys_expansion:venom, com.bottomtextdanny.dannys_expansion.common.Entities.spell.VenomEntity, 1220
Danny's Expansion, dannys_expansion:vomit, com.bottomtextdanny.dannys_expansion.common.Entities.projectile.VomitEntity, 1221
Doom Mod, doom:arachnotron, mod.azure.doom.entity.tierheavy.ArachnotronEntity, 901
Doom Mod, doom:arachnotroneternal, mod.azure.doom.entity.tierheavy.ArachnotronEntity, 929
Doom Mod, doom:arch_maykr, mod.azure.doom.entity.tierboss.ArchMakyrEntity, 943
Doom Mod, doom:archvile, mod.azure.doom.entity.tiersuperheavy.ArchvileEntity, 897
Doom Mod, doom:archvile_firing, mod.azure.doom.entity.projectiles.entity.DoomFireEntity, 877
Doom Mod, doom:archvileeternal, mod.azure.doom.entity.tiersuperheavy.ArchvileEntity, 931
Doom Mod, doom:argent_bolt, mod.azure.doom.entity.projectiles.ArgentBoltEntity, 883
Doom Mod, doom:armoredbaron, mod.azure.doom.entity.tiersuperheavy.ArmoredBaronEntity, 936
Doom Mod, doom:barenblast, mod.azure.doom.entity.projectiles.entity.BarenBlastEntity, 889
Doom Mod, doom:baron, mod.azure.doom.entity.tiersuperheavy.BaronEntity, 898
Doom Mod, doom:baron2016, mod.azure.doom.entity.tiersuperheavy.BaronEntity, 934
Doom Mod, doom:barrel, mod.azure.doom.entity.projectiles.BarrelEntity, 879
Doom Mod, doom:bfg_cell, mod.azure.doom.entity.projectiles.BFGEntity, 886
Doom Mod, doom:blood_maykr, mod.azure.doom.entity.tierheavy.BloodMaykrEntity, 939
Doom Mod, doom:bloodbolt_mob, mod.azure.doom.entity.projectiles.entity.BloodBoltEntity, 882
Doom Mod, doom:bullets, mod.azure.doom.entity.projectiles.BulletEntity, 890
Doom Mod, doom:cacodemon, mod.azure.doom.entity.tierheavy.CacodemonEntity, 896
Doom Mod, doom:chain_blade, mod.azure.doom.entity.projectiles.entity.ChainBladeEntity, 878
Doom Mod, doom:chaingun_mob, mod.azure.doom.entity.projectiles.entity.ChaingunMobEntity, 927
Doom Mod, doom:chaingunbullets, mod.azure.doom.entity.projectiles.ChaingunBulletEntity, 891
Doom Mod, doom:chaingunner, mod.azure.doom.entity.tierfodder.ChaingunnerEntity, 906
Doom Mod, doom:cueball, mod.azure.doom.entity.tierambient.CueBallEntity, 921
Doom Mod, doom:cyberdemon, mod.azure.doom.entity.tiersuperheavy.CyberdemonEntity, 913
Doom Mod, doom:cyberdemon2016, mod.azure.doom.entity.tiersuperheavy.Cyberdemon2016Entity, 914
Doom Mod, doom:doom_hunter, mod.azure.doom.entity.tiersuperheavy.DoomHunterEntity, 932
Doom Mod, doom:dreadknight, mod.azure.doom.entity.tierheavy.Hellknight2016Entity, 912
Doom Mod, doom:dronebolt_mob, mod.azure.doom.entity.projectiles.entity.DroneBoltEntity, 881
Doom Mod, doom:energy_cell, mod.azure.doom.entity.projectiles.EnergyCellEntity, 885
Doom Mod, doom:energy_cell_mob, mod.azure.doom.entity.projectiles.entity.EnergyCellMobEntity, 925
Doom Mod, doom:firebronebaron, mod.azure.doom.entity.tiersuperheavy.FireBaronEntity, 935
Doom Mod, doom:gargoyle, mod.azure.doom.entity.tierfodder.GargoyleEntity, 928
Doom Mod, doom:gladiator, mod.azure.doom.entity.tiersuperheavy.GladiatorEntity, 946
Doom Mod, doom:gore_nest, mod.azure.doom.entity.tierambient.GoreNestEntity, 918
Doom Mod, doom:hellknight, mod.azure.doom.entity.tierheavy.HellknightEntity, 910
Doom Mod, doom:hellknight2016, mod.azure.doom.entity.tierheavy.Hellknight2016Entity, 911
Doom Mod, doom:iconofsin, mod.azure.doom.entity.tierboss.IconofsinEntity, 924
Doom Mod, doom:imp, mod.azure.doom.entity.tierfodder.ImpEntity, 892
Doom Mod, doom:imp2016, mod.azure.doom.entity.tierfodder.Imp2016Entity, 904
Doom Mod, doom:lost_soul, mod.azure.doom.entity.tierfodder.LostSoulEntity, 888
Doom Mod, doom:mancubus, mod.azure.doom.entity.tierheavy.MancubusEntity, 899
Doom Mod, doom:marauder, mod.azure.doom.entity.tiersuperheavy.MarauderEntity, 907
Doom Mod, doom:maykr_drone, mod.azure.doom.entity.tierfodder.MaykrDroneEntity, 937
Doom Mod, doom:mechazombie, mod.azure.doom.entity.tierfodder.MechaZombieEntity, 922
Doom Mod, doom:motherdemon, mod.azure.doom.entity.tierboss.MotherDemonEntity, 940
Doom Mod, doom:nightmare_imp, mod.azure.doom.entity.tierfodder.NightmareImpEntity, 893
Doom Mod, doom:painelemental, mod.azure.doom.entity.tierheavy.PainEntity, 909
Doom Mod, doom:pinky, mod.azure.doom.entity.tierheavy.PinkyEntity, 894
Doom Mod, doom:pinky2016, mod.azure.doom.entity.tierheavy.Pinky2016, 930
Doom Mod, doom:possessed_scientist, mod.azure.doom.entity.tierfodder.PossessedScientistEntity, 919
Doom Mod, doom:possessed_soldier, mod.azure.doom.entity.tierfodder.PossessedSoldierEntity, 917
Doom Mod, doom:possessed_worker, mod.azure.doom.entity.tierfodder.PossessedScientistEntity, 920
Doom Mod, doom:prowler, mod.azure.doom.entity.tierheavy.ProwlerEntity, 923
Doom Mod, doom:revenant, mod.azure.doom.entity.tierheavy.RevenantEntity, 903
Doom Mod, doom:revenant2016, mod.azure.doom.entity.tierheavy.Revenant2016Entity, 945
Doom Mod, doom:rocket, mod.azure.doom.entity.projectiles.RocketEntity, 887
Doom Mod, doom:rocket_mob, mod.azure.doom.entity.projectiles.entity.RocketMobEntity, 926
Doom Mod, doom:shotgun_shell, mod.azure.doom.entity.projectiles.ShotgunShellEntity, 880
Doom Mod, doom:shotgunguy, mod.azure.doom.entity.tierfodder.ShotgunguyEntity, 908
Doom Mod, doom:spectre, mod.azure.doom.entity.tierheavy.SpectreEntity, 895
Doom Mod, doom:spidermastermind, mod.azure.doom.entity.tierboss.SpiderMastermindEntity, 900
Doom Mod, doom:spidermastermind2016, mod.azure.doom.entity.tierboss.SpiderMastermind2016Entity, 938
Doom Mod, doom:stone_imp, mod.azure.doom.entity.tierfodder.ImpStoneEntity, 905
Doom Mod, doom:summoner, mod.azure.doom.entity.tiersuperheavy.SummonerEntity, 944
Doom Mod, doom:tentacle, mod.azure.doom.entity.tierambient.TentacleEntity, 941
Doom Mod, doom:turret, mod.azure.doom.entity.tierambient.TurretEntity, 942
Doom Mod, doom:tyrant, mod.azure.doom.entity.tiersuperheavy.Cyberdemon2016Entity, 915
Doom Mod, doom:unmaykr_bolt, mod.azure.doom.entity.projectiles.UnmaykrBoltEntity, 884
Doom Mod, doom:unwilling, mod.azure.doom.entity.tierfodder.UnwillingEntity, 916
Doom Mod, doom:whiplash, mod.azure.doom.entity.tierheavy.WhiplashEntity, 933
Doom Mod, doom:zombieman, mod.azure.doom.entity.tierfodder.ZombiemanEntity, 902
Dungeons Gear, dungeons_gear:ice_cloud, com.infamous.dungeons_gear.entities.IceCloudEntity, 404
Dungeons Mobs, dungeons_mobs:armored_drowned, com.infamous.dungeons_mobs.entities.water.ArmoredDrownedEntity, 994
Dungeons Mobs, dungeons_mobs:armored_mountaineer, com.infamous.dungeons_mobs.entities.illagers.ArmoredMountaineerEntity, 966
Dungeons Mobs, dungeons_mobs:armored_piglin, com.infamous.dungeons_mobs.entities.piglin.ArmoredPiglinEntity, 987
Dungeons Mobs, dungeons_mobs:armored_pillager, com.infamous.dungeons_mobs.entities.illagers.ArmoredPillagerEntity, 956
Dungeons Mobs, dungeons_mobs:armored_skeleton, com.infamous.dungeons_mobs.entities.undead.ArmoredSkeletonEntity, 950
Dungeons Mobs, dungeons_mobs:armored_sunken_skeleton, com.infamous.dungeons_mobs.entities.water.ArmoredSunkenSkeletonEntity, 996
Dungeons Mobs, dungeons_mobs:armored_vindicator, com.infamous.dungeons_mobs.entities.illagers.ArmoredVindicatorEntity, 955
Dungeons Mobs, dungeons_mobs:armored_zombie, com.infamous.dungeons_mobs.entities.undead.ArmoredZombieEntity, 947
Dungeons Mobs, dungeons_mobs:blastling, com.infamous.dungeons_mobs.entities.ender.BlastlingEntity, 1001
Dungeons Mobs, dungeons_mobs:blue_nethershroom, com.infamous.dungeons_mobs.entities.projectiles.BlueNethershroomEntity, 980
Dungeons Mobs, dungeons_mobs:cobweb_projectile, com.infamous.dungeons_mobs.entities.projectiles.CobwebProjectileEntity, 979
Dungeons Mobs, dungeons_mobs:cobweb_trap, com.infamous.dungeons_mobs.entities.projectiles.CobwebTrapEntity, 981
Dungeons Mobs, dungeons_mobs:conjured_slime, com.infamous.dungeons_mobs.entities.slime.ConjuredSlimeEntity, 969
Dungeons Mobs, dungeons_mobs:drowned_necromancer, com.infamous.dungeons_mobs.entities.water.DrownedNecromancerEntity, 995
Dungeons Mobs, dungeons_mobs:enchanter, com.infamous.dungeons_mobs.entities.illagers.EnchanterEntity, 961
Dungeons Mobs, dungeons_mobs:endersent, com.infamous.dungeons_mobs.entities.ender.EndersentEntity, 1000
Dungeons Mobs, dungeons_mobs:frozen_zombie, com.infamous.dungeons_mobs.entities.undead.FrozenZombieEntity, 949
Dungeons Mobs, dungeons_mobs:fungus_thrower, com.infamous.dungeons_mobs.entities.piglin.FungusThrowerEntity, 989
Dungeons Mobs, dungeons_mobs:geomancer, com.infamous.dungeons_mobs.entities.illagers.GeomancerEntity, 959
Dungeons Mobs, dungeons_mobs:geomancer_bomb, com.infamous.dungeons_mobs.entities.summonables.GeomancerBombEntity, 983
Dungeons Mobs, dungeons_mobs:geomancer_wall, com.infamous.dungeons_mobs.entities.summonables.GeomancerWallEntity, 982
Dungeons Mobs, dungeons_mobs:ice_cloud, com.infamous.dungeons_mobs.entities.summonables.IceCloudEntity, 985
Dungeons Mobs, dungeons_mobs:iceologer, com.infamous.dungeons_mobs.entities.illagers.IceologerEntity, 958
Dungeons Mobs, dungeons_mobs:icy_creeper, com.infamous.dungeons_mobs.entities.creepers.IcyCreeperEntity, 967
Dungeons Mobs, dungeons_mobs:illusioner, com.infamous.dungeons_mobs.entities.illagers.DungeonsIllusionerEntity, 963
Dungeons Mobs, dungeons_mobs:illusioner_clone, com.infamous.dungeons_mobs.entities.illagers.IllusionerCloneEntity, 964
Dungeons Mobs, dungeons_mobs:jungle_zombie, com.infamous.dungeons_mobs.entities.undead.JungleZombieEntity, 948
Dungeons Mobs, dungeons_mobs:laser_orb, com.infamous.dungeons_mobs.entities.projectiles.LaserOrbEntity, 998
Dungeons Mobs, dungeons_mobs:leapleaf, com.infamous.dungeons_mobs.entities.jungle.LeapleafEntity, 973
Dungeons Mobs, dungeons_mobs:mossy_skeleton, com.infamous.dungeons_mobs.entities.undead.MossySkeletonEntity, 951
Dungeons Mobs, dungeons_mobs:mountaineer, com.infamous.dungeons_mobs.entities.illagers.MountaineerEntity, 965
Dungeons Mobs, dungeons_mobs:necromancer, com.infamous.dungeons_mobs.entities.undead.NecromancerEntity, 954
Dungeons Mobs, dungeons_mobs:poison_anemone, com.infamous.dungeons_mobs.entities.water.PoisonAnemoneEntity, 993
Dungeons Mobs, dungeons_mobs:poison_quill_vine, com.infamous.dungeons_mobs.entities.jungle.PoisonQuillVineEntity, 975
Dungeons Mobs, dungeons_mobs:quick_growing_anemone, com.infamous.dungeons_mobs.entities.water.QuickGrowingAnemoneEntity, 992
Dungeons Mobs, dungeons_mobs:quick_growing_vine, com.infamous.dungeons_mobs.entities.jungle.QuickGrowingVineEntity, 974
Dungeons Mobs, dungeons_mobs:redstone_cube, com.infamous.dungeons_mobs.entities.redstone.RedstoneCubeEntity, 970
Dungeons Mobs, dungeons_mobs:redstone_golem, com.infamous.dungeons_mobs.entities.redstone.RedstoneGolemEntity, 971
Dungeons Mobs, dungeons_mobs:redstone_mine, com.infamous.dungeons_mobs.entities.redstone.RedstoneMineEntity, 984
Dungeons Mobs, dungeons_mobs:royal_guard, com.infamous.dungeons_mobs.entities.illagers.RoyalGuardEntity, 957
Dungeons Mobs, dungeons_mobs:skeleton_horseman, com.infamous.dungeons_mobs.entities.undead.horseman.SkeletonHorsemanEntity, 953
Dungeons Mobs, dungeons_mobs:skeleton_vanguard, com.infamous.dungeons_mobs.entities.undead.SkeletonVanguardEntity, 952
Dungeons Mobs, dungeons_mobs:slimeball, com.infamous.dungeons_mobs.entities.projectiles.SlimeballEntity, 978
Dungeons Mobs, dungeons_mobs:snareling, com.infamous.dungeons_mobs.entities.ender.SnarelingEntity, 1003
Dungeons Mobs, dungeons_mobs:squall_golem, com.infamous.dungeons_mobs.entities.golem.SquallGolemEntity, 976
Dungeons Mobs, dungeons_mobs:sunken_skeleton, com.infamous.dungeons_mobs.entities.water.SunkenSkeletonEntity, 997
Dungeons Mobs, dungeons_mobs:tornado, com.infamous.dungeons_mobs.entities.summonables.TornadoEntity, 986
Dungeons Mobs, dungeons_mobs:trident_fume, com.infamous.dungeons_mobs.entities.projectiles.TridentFumeEntity, 999
Dungeons Mobs, dungeons_mobs:vindicator_chef, com.infamous.dungeons_mobs.entities.illagers.VindicatorChefEntity, 962
Dungeons Mobs, dungeons_mobs:watchling, com.infamous.dungeons_mobs.entities.ender.WatchlingEntity, 1002
Dungeons Mobs, dungeons_mobs:wavewhisperer, com.infamous.dungeons_mobs.entities.water.WavewhispererEntity, 991
Dungeons Mobs, dungeons_mobs:whisperer, com.infamous.dungeons_mobs.entities.jungle.WhispererEntity, 972
Dungeons Mobs, dungeons_mobs:windcaller, com.infamous.dungeons_mobs.entities.illagers.WindcallerEntity, 960
Dungeons Mobs, dungeons_mobs:wraith, com.infamous.dungeons_mobs.entities.undead.WraithEntity, 968
Dungeons Mobs, dungeons_mobs:wraith_fireball, com.infamous.dungeons_mobs.entities.projectiles.WraithFireballEntity, 977
Dungeons Mobs, dungeons_mobs:zombified_armored_piglin, com.infamous.dungeons_mobs.entities.piglin.ZombifiedArmoredPiglinEntity, 988
Dungeons Mobs, dungeons_mobs:zombified_fungus_thrower, com.infamous.dungeons_mobs.entities.piglin.ZombifiedFungusThrowerEntity, 990
Enigmatic Legacy, enigmaticlegacy:enigmatic_potion_entity, com.integral.enigmaticlegacy.entities.EnigmaticPotionEntity, 856
Enigmatic Legacy, enigmaticlegacy:permanent_item_entity, com.integral.enigmaticlegacy.entities.PermanentItemEntity, 855
Enigmatic Legacy, enigmaticlegacy:ultimate_wither_skull_entity, com.integral.enigmaticlegacy.entities.UltimateWitherSkullEntity, 857
Fire N' Blood, firenblood:acolyte, com.Polarice3.FireNBlood.entities.neutral.AcolyteEntity, 1054
Fire N' Blood, firenblood:anathema, com.Polarice3.FireNBlood.entities.hostile.tailless.masters.TaillessAnathemaEntity, 1037
Fire N' Blood, firenblood:apostle, com.Polarice3.FireNBlood.entities.hostile.cultists.ApostleEntity, 1058
Fire N' Blood, firenblood:blackbull, com.Polarice3.FireNBlood.entities.hostile.tailless.BlackBullEntity, 1031
Fire N' Blood, firenblood:brewer, com.Polarice3.FireNBlood.entities.neutral.protectors.BrewerEntity, 1049
Fire N' Blood, firenblood:bullet, com.Polarice3.FireNBlood.entities.hostile.tailless.BulletEntity, 1032
Fire N' Blood, firenblood:caller, com.Polarice3.FireNBlood.entities.hostile.tailless.CallerEntity, 1039
Fire N' Blood, firenblood:channeller, com.Polarice3.FireNBlood.entities.hostile.cultists.ChannellerEntity, 1055
Fire N' Blood, firenblood:fakeseat, com.Polarice3.FireNBlood.entities.utilities.FakeSeatEntity, 1078
Fire N' Blood, firenblood:fanatic, com.Polarice3.FireNBlood.entities.hostile.cultists.FanaticEntity, 1056
Fire N' Blood, firenblood:friendly_scorch, com.Polarice3.FireNBlood.entities.ally.FriendlyScorchEntity, 1069
Fire N' Blood, firenblood:friendly_vex, com.Polarice3.FireNBlood.entities.ally.FriendlyVexEntity, 1068
Fire N' Blood, firenblood:friendtank, com.Polarice3.FireNBlood.entities.ally.FriendlyTankEntity, 1035
Fire N' Blood, firenblood:hexer, com.Polarice3.FireNBlood.entities.neutral.protectors.HexerEntity, 1050
Fire N' Blood, firenblood:irk, com.Polarice3.FireNBlood.entities.hostile.IrkEntity, 1074
Fire N' Blood, firenblood:lightningtrap, com.Polarice3.FireNBlood.entities.utilities.LightningTrapEntity, 1079
Fire N' Blood, firenblood:minotaur, com.Polarice3.FireNBlood.entities.hostile.tailless.masters.MinotaurEntity, 1033
Fire N' Blood, firenblood:mirage, com.Polarice3.FireNBlood.entities.neutral.protectors.MirageEntity, 1051
Fire N' Blood, firenblood:mutatedchicken, com.Polarice3.FireNBlood.entities.neutral.MutatedChickenEntity, 1062
Fire N' Blood, firenblood:mutatedcow, com.Polarice3.FireNBlood.entities.neutral.MutatedCowEntity, 1061
Fire N' Blood, firenblood:mutatedpig, com.Polarice3.FireNBlood.entities.neutral.MutatedPigEntity, 1064
Fire N' Blood, firenblood:mutatedrabbit, com.Polarice3.FireNBlood.entities.neutral.MutatedRabbitEntity, 1065
Fire N' Blood, firenblood:mutatedsheep, com.Polarice3.FireNBlood.entities.neutral.MutatedSheepEntity, 1063
Fire N' Blood, firenblood:neophyte, com.Polarice3.FireNBlood.entities.hostile.NeophyteEntity, 1053
Fire N' Blood, firenblood:nethernal, com.Polarice3.FireNBlood.entities.hostile.NethernalEntity, 1076
Fire N' Blood, firenblood:parasite, com.Polarice3.FireNBlood.entities.hostile.ParasiteEntity, 1067
Fire N' Blood, firenblood:penance, com.Polarice3.FireNBlood.entities.bosses.PenanceEntity, 1077
Fire N' Blood, firenblood:protector, com.Polarice3.FireNBlood.entities.neutral.protectors.ProtectorEntity, 1048
Fire N' Blood, firenblood:redemptor, com.Polarice3.FireNBlood.entities.neutral.protectors.RedemptorEntity, 1047
Fire N' Blood, firenblood:royalbullet, com.Polarice3.FireNBlood.entities.hostile.tailless.RoyalBulletEntity, 1038
Fire N' Blood, firenblood:sacredfish, com.Polarice3.FireNBlood.entities.neutral.SacredFishEntity, 1066
Fire N' Blood, firenblood:savager, com.Polarice3.FireNBlood.entities.neutral.protectors.SavagerEntity, 1052
Fire N' Blood, firenblood:scorch, com.Polarice3.FireNBlood.entities.hostile.ScorchEntity, 1075
Fire N' Blood, firenblood:scorchball, com.Polarice3.FireNBlood.entities.projectiles.NetherBallEntity, 1045
Fire N' Blood, firenblood:skeleton_minion, com.Polarice3.FireNBlood.entities.ally.SkeletonMinionEntity, 1071
Fire N' Blood, firenblood:skeletonvillagerminion, com.Polarice3.FireNBlood.entities.hostile.cultists.SkeletonVillagerMinionEntity, 1060
Fire N' Blood, firenblood:slowbomb, com.Polarice3.FireNBlood.entities.hostile.tailless.SlowBombEntity, 1044
Fire N' Blood, firenblood:soulfireball, com.Polarice3.FireNBlood.entities.projectiles.SoulFireballEntity, 1040
Fire N' Blood, firenblood:soulskull, com.Polarice3.FireNBlood.entities.projectiles.SoulSkullEntity, 1046
Fire N' Blood, firenblood:spear, com.Polarice3.FireNBlood.entities.projectiles.SpearEntity, 1042
Fire N' Blood, firenblood:spiderling_minion, com.Polarice3.FireNBlood.entities.ally.SpiderlingMinionEntity, 1072
Fire N' Blood, firenblood:taillessdruid, com.Polarice3.FireNBlood.entities.hostile.tailless.TaillessDruidEntity, 1029
Fire N' Blood, firenblood:taillesshorror, com.Polarice3.FireNBlood.entities.hostile.tailless.TaillessHorrorEntity, 1030
Fire N' Blood, firenblood:taillessprophet, com.Polarice3.FireNBlood.entities.hostile.tailless.masters.TaillessProphetEntity, 1036
Fire N' Blood, firenblood:taillesswretch, com.Polarice3.FireNBlood.entities.hostile.tailless.TaillessWretchEntity, 1028
Fire N' Blood, firenblood:tank, com.Polarice3.FireNBlood.entities.hostile.TankEntity, 1034
Fire N' Blood, firenblood:vizier, com.Polarice3.FireNBlood.entities.bosses.VizierEntity, 1073
Fire N' Blood, firenblood:warped_spear, com.Polarice3.FireNBlood.entities.projectiles.WarpedSpearEntity, 1041
Fire N' Blood, firenblood:witchbomb, com.Polarice3.FireNBlood.entities.projectiles.WitchBombEntity, 1043
Fire N' Blood, firenblood:zealot, com.Polarice3.FireNBlood.entities.hostile.cultists.ZealotEntity, 1057
Fire N' Blood, firenblood:zombie_minion, com.Polarice3.FireNBlood.entities.ally.ZombieMinionEntity, 1070
Fire N' Blood, firenblood:zombievillagerminion, com.Polarice3.FireNBlood.entities.hostile.cultists.ZombieVillagerMinionEntity, 1059
Forbidden & Arcanus, forbidden_arcanus:boom_arrow, com.stal111.forbidden_arcanus.entity.projectile.BoomArrowEntity, 1228
Forbidden & Arcanus, forbidden_arcanus:chorus_pearl, com.stal111.forbidden_arcanus.entity.projectile.ChorusPearlEntity, 1225
Forbidden & Arcanus, forbidden_arcanus:crimson_lightning_bolt, com.stal111.forbidden_arcanus.entity.CrimsonLightningBoltEntity, 1231
Forbidden & Arcanus, forbidden_arcanus:draco_arcanus_arrow, com.stal111.forbidden_arcanus.entity.projectile.DracoArcanusArrowEntity, 1229
Forbidden & Arcanus, forbidden_arcanus:energy_ball, com.stal111.forbidden_arcanus.entity.projectile.EnergyBallEntity, 1227
Forbidden & Arcanus, forbidden_arcanus:pixie, com.stal111.forbidden_arcanus.entity.PixieEntity, 1230
Forbidden & Arcanus, forbidden_arcanus:seed_bullet, com.stal111.forbidden_arcanus.entity.projectile.SeedBulletEntity, 1226
Greek Fantasy, greekfantasy:ara, greekfantasy.entity.AraEntity, 523
Greek Fantasy, greekfantasy:arachne, greekfantasy.entity.ArachneEntity, 524
Greek Fantasy, greekfantasy:arion, greekfantasy.entity.ArionEntity, 525
Greek Fantasy, greekfantasy:baby_spider, greekfantasy.entity.BabySpiderEntity, 526
Greek Fantasy, greekfantasy:bronze_bull, greekfantasy.entity.BronzeBullEntity, 527
Greek Fantasy, greekfantasy:centaur, greekfantasy.entity.CentaurEntity, 528
Greek Fantasy, greekfantasy:cerastes, greekfantasy.entity.CerastesEntity, 529
Greek Fantasy, greekfantasy:cerberus, greekfantasy.entity.CerberusEntity, 530
Greek Fantasy, greekfantasy:charybdis, greekfantasy.entity.CharybdisEntity, 531
Greek Fantasy, greekfantasy:circe, greekfantasy.entity.CirceEntity, 532
Greek Fantasy, greekfantasy:cretan_minotaur, greekfantasy.entity.CretanMinotaurEntity, 533
Greek Fantasy, greekfantasy:curse, greekfantasy.entity.misc.CurseEntity, 566
Greek Fantasy, greekfantasy:cyclopes, greekfantasy.entity.CyclopesEntity, 535
Greek Fantasy, greekfantasy:cyprian, greekfantasy.entity.CyprianEntity, 534
Greek Fantasy, greekfantasy:discus, greekfantasy.entity.misc.DiscusEntity, 567
Greek Fantasy, greekfantasy:dragon_tooth, greekfantasy.entity.misc.DragonToothEntity, 568
Greek Fantasy, greekfantasy:drakaina, greekfantasy.entity.DrakainaEntity, 536
Greek Fantasy, greekfantasy:dryad, greekfantasy.entity.DryadEntity, 537
Greek Fantasy, greekfantasy:elpis, greekfantasy.entity.ElpisEntity, 538
Greek Fantasy, greekfantasy:empusa, greekfantasy.entity.EmpusaEntity, 539
Greek Fantasy, greekfantasy:fury, greekfantasy.entity.FuryEntity, 540
Greek Fantasy, greekfantasy:geryon, greekfantasy.entity.GeryonEntity, 541
Greek Fantasy, greekfantasy:giant_boar, greekfantasy.entity.GiantBoarEntity, 542
Greek Fantasy, greekfantasy:gigante, greekfantasy.entity.GiganteEntity, 543
Greek Fantasy, greekfantasy:golden_ram, greekfantasy.entity.GoldenRamEntity, 544
Greek Fantasy, greekfantasy:gorgon, greekfantasy.entity.GorgonEntity, 545
Greek Fantasy, greekfantasy:greek_fire, greekfantasy.entity.misc.GreekFireEntity, 569
Greek Fantasy, greekfantasy:harpy, greekfantasy.entity.HarpyEntity, 546
Greek Fantasy, greekfantasy:healing_spell, greekfantasy.entity.misc.HealingSpellEntity, 570
Greek Fantasy, greekfantasy:hydra, greekfantasy.entity.HydraEntity, 547
Greek Fantasy, greekfantasy:hydra_head, greekfantasy.entity.HydraHeadEntity, 548
Greek Fantasy, greekfantasy:lampad, greekfantasy.entity.LampadEntity, 549
Greek Fantasy, greekfantasy:mad_cow, greekfantasy.entity.MadCowEntity, 550
Greek Fantasy, greekfantasy:makhai, greekfantasy.entity.MakhaiEntity, 551
Greek Fantasy, greekfantasy:minotaur, greekfantasy.entity.MinotaurEntity, 552
Greek Fantasy, greekfantasy:naiad, greekfantasy.entity.NaiadEntity, 554
Greek Fantasy, greekfantasy:nemean_lion, greekfantasy.entity.NemeanLionEntity, 553
Greek Fantasy, greekfantasy:orthus, greekfantasy.entity.OrthusEntity, 555
Greek Fantasy, greekfantasy:orthus_head_item, greekfantasy.entity.misc.OrthusHeadItemEntity, 571
Greek Fantasy, greekfantasy:pegasus, greekfantasy.entity.PegasusEntity, 556
Greek Fantasy, greekfantasy:poison_spit, greekfantasy.entity.misc.PoisonSpitEntity, 572
Greek Fantasy, greekfantasy:python, greekfantasy.entity.PythonEntity, 557
Greek Fantasy, greekfantasy:satyr, greekfantasy.entity.SatyrEntity, 558
Greek Fantasy, greekfantasy:shade, greekfantasy.entity.ShadeEntity, 559
Greek Fantasy, greekfantasy:siren, greekfantasy.entity.SirenEntity, 560
Greek Fantasy, greekfantasy:sparti, greekfantasy.entity.SpartiEntity, 561
Greek Fantasy, greekfantasy:spear, greekfantasy.entity.misc.SpearEntity, 565
Greek Fantasy, greekfantasy:swine_spell, greekfantasy.entity.misc.SwineSpellEntity, 573
Greek Fantasy, greekfantasy:talos, greekfantasy.entity.TalosEntity, 562
Greek Fantasy, greekfantasy:unicorn, greekfantasy.entity.UnicornEntity, 563
Greek Fantasy, greekfantasy:web_ball, greekfantasy.entity.misc.WebBallEntity, 574
Greek Fantasy, greekfantasy:whirl, greekfantasy.entity.WhirlEntity, 564
Hats, hats:hat, me.ichun.mods.hats.common.entity.EntityHat, 684
Hexerei, hexerei:broom, net.joefoxe.hexerei.client.renderer.entity.custom.BroomEntity, 637
Hexerei, hexerei:buff_zombie, net.joefoxe.hexerei.client.renderer.entity.custom.BuffZombieEntity, 635
Hexerei, hexerei:crow, ?, 638
Hexerei, hexerei:pigeon, net.joefoxe.hexerei.client.renderer.entity.custom.PigeonEntity, 636
Ice and Fire, iceandfire:amphithere, com.github.alexthe666.iceandfire.entity.EntityAmphithere, 804
Ice and Fire, iceandfire:amphithere_arrow, com.github.alexthe666.iceandfire.entity.EntityAmphithereArrow, 805
Ice and Fire, iceandfire:chain_tie, com.github.alexthe666.iceandfire.entity.EntityChainTie, 809
Ice and Fire, iceandfire:cockatrice, com.github.alexthe666.iceandfire.entity.EntityCockatrice, 792
Ice and Fire, iceandfire:cockatrice_egg, com.github.alexthe666.iceandfire.entity.EntityCockatriceEgg, 793
Ice and Fire, iceandfire:cyclops, com.github.alexthe666.iceandfire.entity.EntityCyclops, 787
Ice and Fire, iceandfire:cylcops_multipart, com.github.alexthe666.iceandfire.entity.EntityCyclopsEye, 772
Ice and Fire, iceandfire:deathworm, com.github.alexthe666.iceandfire.entity.EntityDeathWorm, 790
Ice and Fire, iceandfire:deathworm_egg, com.github.alexthe666.iceandfire.entity.EntityDeathWormEgg, 791
Ice and Fire, iceandfire:dragon_arrow, com.github.alexthe666.iceandfire.entity.EntityDragonArrow, 774
Ice and Fire, iceandfire:dragon_egg, com.github.alexthe666.iceandfire.entity.EntityDragonEgg, 773
Ice and Fire, iceandfire:dragon_multipart, com.github.alexthe666.iceandfire.entity.EntityDragonPart, 769
Ice and Fire, iceandfire:dragon_skull, com.github.alexthe666.iceandfire.entity.EntityDragonSkull, 775
Ice and Fire, iceandfire:dread_beast, com.github.alexthe666.iceandfire.entity.EntityDreadBeast, 816
Ice and Fire, iceandfire:dread_ghoul, com.github.alexthe666.iceandfire.entity.EntityDreadGhoul, 815
